11.08,18.81,0.01,-39.99,-137.37,20.49,11.72
11.77,17.12,0.01,-40.30,-137.37,20.10,11.86
9.68,22.02,0.01,-40.86,-137.29,19.64,11.99
9.61,19.25,0.01,-41.51,-137.24,19.02,12.08
7.30,13.94,0.01,-42.20,-137.25,18.21,12.04
7.28,15.09,0.01,-43.08,-137.42,17.27,11.85
10.86,11.96,0.01,-44.19,-137.64,16.03,11.72
12.40,9.08,0.01,-45.58,-138.13,14.47,11.40
14.76,17.64,0.01,-46.87,-138.46,13.35,11.31
11.81,17.10,0.01,-48.13,-138.85,12.27,11.08
11.02,20.59,0.01,-49.30,-139.26,11.44,10.80
9.59,19.17,0.01,-50.36,-139.65,10.69,10.52
7.46,19.35,0.01,-51.34,-140.09,10.06,10.11
6.59,19.05,0.01,-52.24,-140.55,9.52,9.67
9.02,14.68,0.01,-53.16,-141.08,8.84,9.26
14.57,12.26,0.01,-54.11,-141.60,8.06,9.05
18.21,9.73,0.01,-54.98,-142.00,7.31,9.09
15.52,13.99,0.01,-55.77,-142.24,6.80,9.19
13.39,11.48,0.01,-56.47,-142.38,6.33,9.32
8.10,6.52,0.01,-57.03,-142.42,5.83,9.37
3.54,4.43,0.01,-57.54,-142.56,5.33,9.17
1.67,2.19,0.01,-58.09,-142.86,4.73,8.75
3.62,0.17,0.01,-58.80,-143.39,3.93,8.18
7.84,-5.61,0.01,-59.64,-143.98,2.84,7.71
9.73,-10.14,0.01,-60.67,-144.67,1.45,7.23
8.91,-5.08,0.01,-61.75,-145.33,0.22,6.77
6.28,1.27,0.01,-62.86,-145.98,-0.79,6.25
6.53,7.22,0.01,-63.94,-146.67,-1.55,5.71
4.60,7.61,0.01,-64.87,-147.25,-2.11,5.24
4.04,8.20,0.01,-65.71,-147.86,-2.55,4.72
4.05,3.03,0.01,-66.43,-148.43,-3.02,4.28
4.98,-1.57,0.01,-67.16,-149.01,-3.64,3.85
5.53,-6.52,0.01,-67.91,-149.56,-4.42,3.51
2.37,-3.64,0.01,-68.78,-150.05,-5.19,3.12
2.76,-8.48,0.01,-69.66,-150.71,-6.10,2.59
1.79,-6.44,0.01,-70.49,-151.42,-6.88,2.00
3.83,-16.45,0.01,-71.10,-152.15,-7.74,1.48
1.55,-7.00,0.01,-71.77,-152.76,-8.33,1.02
-0.48,-6.86,0.01,-72.43,-153.30,-8.88,0.57
-0.70,-7.15,0.01,-73.07,-153.78,-9.40,0.19
-0.51,-16.98,0.01,-73.59,-154.31,-10.11,-0.21
-2.05,-15.51,0.01,-74.27,-154.91,-10.90,-0.72
-2.87,-16.28,0.01,-74.93,-155.50,-11.68,-1.22
-3.78,-12.69,0.01,-75.67,-156.09,-12.39,-1.75
-3.38,-8.50,0.01,-76.63,-156.84,-13.15,-2.39
-0.97,-9.58,0.01,-77.53,-157.44,-13.86,-2.80
-1.27,-12.80,0.01,-78.06,-157.98,-14.30,-3.14
-4.53,-11.48,0.01,-78.41,-158.38,-14.50,-3.44
-6.48,-10.64,0.01,-78.69,-158.95,-14.59,-3.95
-5.21,-13.06,0.01,-79.18,-159.55,-14.97,-4.44
-3.97,-20.28,0.01,-79.73,-160.16,-15.63,-4.88
-3.53,-24.46,0.01,-80.23,-160.84,-16.38,-5.36
-4.72,-16.96,0.01,-80.70,-161.43,-16.81,-5.77
-5.29,-13.20,0.01,-81.10,-161.89,-17.03,-6.06
-8.89,-9.19,0.01,-81.24,-162.37,-16.86,-6.49
-10.64,-6.28,0.01,-81.31,-162.72,-16.52,-6.84
-11.32,-9.72,0.01,-81.42,-163.17,-16.35,-7.30
-8.59,-20.97,0.01,-81.70,-163.80,-16.72,-7.81
-6.71,-23.41,0.01,-82.05,-164.39,-17.24,-8.22
-10.88,-17.97,0.01,-82.51,-164.98,-17.66,-8.75
-12.47,-7.17,0.01,-83.09,-165.65,-17.81,-9.39
-11.32,-6.20,0.01,-83.50,-166.33,-17.76,-9.98
-8.79,-14.27,0.01,-83.69,-166.95,-17.77,-10.41
-9.96,-9.64,0.01,-83.69,-167.50,-17.43,-10.80
-10.43,-20.35,0.01,-83.37,-167.89,-17.16,-11.03
-11.82,-13.15,0.01,-83.09,-168.27,-16.69,-11.29
-11.27,-17.17,0.01,-82.85,-168.65,-16.40,-11.53
-10.83,-21.95,0.01,-82.74,-169.23,-16.42,-11.92
-11.50,-23.64,0.01,-82.87,-169.71,-16.74,-12.24
-10.40,-19.64,0.01,-83.21,-170.29,-17.11,-12.59
-11.84,-26.14,0.01,-83.25,-170.89,-17.40,-13.01
-11.54,-12.71,0.01,-83.23,-171.53,-17.16,-13.44
-14.64,-14.05,0.01,-82.97,-172.04,-16.75,-13.84
-9.79,-14.09,0.01,-82.49,-172.38,-16.14,-13.89
-7.43,-28.63,0.01,-81.71,-172.47,-15.76,-13.62
-11.25,-28.09,0.01,-80.95,-172.53,-15.42,-13.46
-11.79,-25.36,0.01,-80.53,-172.70,-15.31,-13.41
-11.81,-25.03,0.01,-80.51,-173.06,-15.59,-13.56
-11.06,-28.48,0.01,-80.63,-173.41,-16.12,-13.66
-11.66,-28.02,0.01,-80.83,-173.76,-16.69,-13.79
-7.55,-26.57,0.01,-81.00,-174.02,-17.18,-13.67
-14.66,-21.97,0.01,-80.92,-174.09,-17.25,-13.63
-14.76,-17.73,0.01,-80.81,-174.24,-17.14,-13.66
-13.94,-18.52,0.01,-80.51,-174.32,-16.87,-13.60
-13.25,-21.22,0.01,-80.19,-174.37,-16.70,-13.49
-11.84,-22.62,0.01,-79.96,-174.48,-16.67,-13.39
-13.10,-21.69,0.01,-79.83,-174.54,-16.71,-13.29
-12.75,-19.75,0.01,-79.83,-174.66,-16.80,-13.23
-13.70,-18.83,0.01,-79.89,-174.73,-16.92,-13.17
-13.60,-16.69,0.01,-80.07,-174.92,-17.07,-13.22
-14.50,-17.35,0.01,-80.18,-175.05,-17.18,-13.24
-13.90,-16.96,0.01,-80.28,-175.23,-17.25,-13.29
-13.40,-20.36,0.01,-80.27,-175.34,-17.34,-13.25
-13.32,-18.63,0.01,-80.27,-175.40,-17.38,-13.17
-14.41,-16.52,0.01,-80.38,-175.58,-17.45,-13.23
-13.35,-17.79,0.01,-80.55,-175.73,-17.61,-13.23
-13.70,-16.81,0.01,-80.75,-175.91,-17.77,-13.28
-13.64,-17.04,0.01,-80.94,-176.05,-17.91,-13.28
-14.33,-16.44,0.01,-80.99,-176.07,-17.90,-13.19
-13.91,-15.25,0.01,-81.04,-176.15,-17.84,-13.15
-11.01,-17.92,0.01,-81.07,-176.26,-17.86,-13.03
-14.32,-16.78,0.01,-81.06,-176.28,-17.80,-12.95
-13.17,-16.69,0.01,-81.07,-176.31,-17.76,-12.84
-12.28,-19.44,0.01,-81.14,-176.35,-17.86,-12.71
-14.70,-18.50,0.01,-81.24,-176.40,-17.97,-12.69
-15.37,-13.24,0.01,-81.36,-176.51,-17.90,-12.74
-13.24,-18.41,0.01,-81.36,-176.54,-17.91,-12.64
-14.20,-18.76,0.01,-81.36,-176.66,-17.93,-12.67
-13.31,-20.37,0.01,-81.28,-176.68,-17.92,-12.57
-13.50,-21.96,0.01,-81.23,-176.73,-18.01,-12.50
-13.55,-18.20,0.01,-81.22,-176.74,-17.99,-12.42
-13.56,-17.29,0.01,-81.26,-176.82,-17.99,-12.39
-13.04,-18.46,0.01,-81.33,-176.91,-18.07,-12.36
-14.22,-15.27,0.01,-81.35,-176.97,-17.98,-12.34
-13.75,-16.82,0.01,-81.32,-177.00,-17.89,-12.28
-12.68,-21.03,0.01,-81.22,-177.00,-17.90,-12.15
-16.48,-16.26,0.01,-81.13,-177.02,-17.74,-12.19
-12.30,-22.96,0.01,-81.00,-176.93,-17.78,-11.97
-12.59,-17.74,0.01,-81.04,-177.01,-17.81,-11.93
-13.74,-11.66,0.01,-81.04,-177.08,-17.58,-11.92
-14.75,-8.12,0.01,-80.85,-177.12,-17.05,-11.93
-13.77,-13.70,0.01,-80.45,-177.18,-16.52,-11.92
-11.23,-20.31,0.01,-79.86,-177.17,-16.08,-11.75
-10.55,-22.62,0.01,-79.25,-177.04,-15.70,-11.45
-12.24,-16.22,0.01,-78.63,-176.87,-15.11,-11.18
-11.67,-17.80,0.01,-78.14,-176.77,-14.73,-10.97
-11.59,-17.38,0.01,-77.89,-176.88,-14.57,-10.96
-11.56,-16.65,0.01,-77.65,-176.87,-14.40,-10.84
-12.74,-15.55,0.01,-77.48,-176.92,-14.27,-10.82
-7.75,-16.45,0.01,-77.17,-176.86,-14.04,-10.52
-10.79,-15.63,0.01,-76.76,-176.76,-13.70,-10.30
-11.36,-16.49,0.01,-76.26,-176.65,-13.30,-10.10
-10.60,-18.75,0.01,-75.92,-176.62,-13.17,-9.96
-10.72,-20.03,0.01,-75.80,-176.68,-13.29,-9.91
-13.74,-16.29,0.01,-75.93,-176.78,-13.53,-10.01
-11.55,-15.39,0.01,-76.08,-176.86,-13.74,-10.02
-11.95,-11.76,0.01,-76.19,-176.87,-13.78,-9.96
-11.54,-12.13,0.01,-76.28,-176.95,-13.81,-9.97
-11.45,-12.63,0.01,-76.29,-176.97,-13.77,-9.92
-10.99,-14.66,0.01,-76.35,-177.08,-13.87,-9.93
-11.31,-15.31,0.01,-76.45,-177.17,-14.01,-9.94
-11.08,-13.14,0.01,-76.55,-177.22,-14.08,-9.91
-11.47,-13.11,0.01,-76.66,-177.28,-14.15,-9.90
-11.72,-12.17,0.01,-76.77,-177.36,-14.19,-9.92
-11.77,-12.44,0.01,-76.84,-177.41,-14.19,-9.91
-11.20,-13.79,0.01,-76.90,-177.50,-14.23,-9.92
-11.27,-14.46,0.01,-76.97,-177.59,-14.31,-9.94
-11.54,-12.80,0.01,-77.05,-177.65,-14.33,-9.93
